Meso	VM	SM	CM	Meso_SM	VM_SM	Tin_2_4h	Tin_4_6h	Tin_6_8h	Bin_6_8h	Bin_8_10h	Bin_10_12h	Twi_2_4h	Twi_4_6h	Twi_6_8h	Bap_6_8h	Mef2_2_4h	Mef2_4_6h	Mef2_6_8h	Mef2_8_10h	Mef2_10_12h
0	0	0	0	0	0	0.0109780439121756	0.00798403193612774	0.00898203592814371	0.0349301397205589	0.0139720558882236	0.031936127744511	0.910179640718563	0.0419161676646707	0	0.0499001996007984	0.000998003992015968	0	0.00399201596806387	0.00598802395209581	0.0199600798403194
0	0	0	0	0	0	0.0139720558882236	0.0119760479041916	0.0768463073852295	0.970059880239521	0.792415169660679	0.231536926147705	0	0.776447105788423	0	0.404191616766467	0.000998003992015968	0	0	0.000998003992015968	0.0329341317365269
0	0	0	0	0	0	0.0548902195608782	0.0129740518962076	0.00399201596806387	0.0219560878243513	0.0159680638722555	0.0439121756487026	0.000998003992015968	0.00998003992015968	0	0.0818363273453094	0.000998003992015968	0	0.781437125748503	0.243512974051896	0.972055888223553
0	0	0	0	0	0	0.0209580838323353	0.124750499001996	0	0.029940119760479	0.0159680638722555	0.750499001996008	0	0.00698602794411178	0.000998003992015968	0.0508982035928144	0.0029940119760479	0	0.000998003992015968	0.000998003992015968	0.104790419161677
0	0	0	0	0	0	0.854291417165669	0.712574850299401	0.444111776447106	0.0259481037924152	0.0229540918163673	0.0768463073852295	0.00399201596806387	0.0029940119760479	0	0.136726546906188	0.945109780439122	0.453093812375249	0.2624750499002	0.158682634730539	0.172654690618762
0	0	0	0	0	0	0.0239520958083832	0.0359281437125748	0.00199600798403194	0.245508982035928	0.153692614770459	0.774451097804391	0.813373253493014	0.00598802395209581	0	0.0558882235528942	0.000998003992015968	0	0.029940119760479	0.985029940119761	1
0	0	0	0	0	0	0	0.395209580838323	0.0139720558882236	0.00898203592814371	0.0708582834331337	0.030938123752495	0.0728542914171657	0.454091816367265	0.00598802395209581	0.00798403193612774	0	0	0.000998003992015968	0.000998003992015968	0.0259481037924152
0	0	0	0	0	0	0.604790419161677	0	0.291417165668663	0.00199600798403194	0.279441117764471	0.0778443113772455	0.0279441117764471	0.993013972055888	0.992015968063872	0.0119760479041916	0.36127744510978	1	0	0.000998003992015968	0.0229540918163673
0	0	0	0	0	0	0.139720558882236	0.708582834331337	0	0.38622754491018	0.0119760479041916	0.0708582834331337	0	0.00499001996007984	0.0189620758483034	0.572854291417166	0.402195608782435	0.0369261477045908	0.284431137724551	0.44311377245509	0.0109780439121756
0	0	0	0	0	0	0	0	0.13872255489022	0	0.93313373253493	0.659680638722555	0	0.00998003992015968	0	0.843313373253493	0.000998003992015968	0	0.000998003992015968	0.00199600798403194	0.431137724550898
0	0	0	0	0	0	0	0	0.000998003992015968	0.0668662674650699	0	0.8812375249501	0	0.0179640718562874	0	0.0179640718562874	0	0	0	0.00698602794411178	0.0259481037924152
0	0	0	0	0	0	0	0.000998003992015968	0	0.0728542914171657	0.1187624750499	0	0	0.00399201596806387	0	0.00998003992015968	0	0	0	0.0029940119760479	0.0259481037924152
0	0	0	0	0	0	0.000998003992015968	0.000998003992015968	0	0.0389221556886228	0.00399201596806387	0.0429141716566866	0	0.105788423153693	0	0.00499001996007984	0	0	0.0209580838323353	0.00199600798403194	0.0149700598802395
0	0	0	0	0	0	0.0029940119760479	0.00698602794411178	0	0.00199600798403194	0.0678642714570858	0.0169660678642715	0.894211576846307	0	0.998003992015968	0.00399201596806387	0	0.986027944111776	0.0029940119760479	0	0.031936127744511
0	0	0	0	0	0	0	0	0	0.000998003992015968	0.0129740518962076	0.0179640718562874	0	0.00199600798403194	0	0.00499001996007984	0	0	0.0379241516966068	0.000998003992015968	0.0249500998003992
0	0	0	0	0	0	0	0	0.427145708582834	0.156686626746507	0.00598802395209581	0.0329341317365269	0	0.0109780439121756	0	0	0	0.000998003992015968	0.0159680638722555	0.0518962075848303	0.00998003992015968
0	0	0	0	0	0	0	0	0.0119760479041916	0.00499001996007984	0.0698602794411178	0.0449101796407186	0	0.00199600798403194	0	0.0129740518962076	0	0.297405189620758	0.597804391217565	0.417165668662675	0.493013972055888
0	0	0	0	0	0	0	0	0	0.00199600798403194	0.148702594810379	0.0239520958083832	0	0.0129740518962076	0.0109780439121756	0.00698602794411178	0.559880239520958	0	0.967065868263473	0.0179640718562874	0.0109780439121756
0	0	0	0	0	0	0	0	0	0	0.0469061876247505	0.0229540918163673	0	0	0.962075848303393	0.0269461077844311	0.0179640718562874	0.0329341317365269	0	0.368263473053892	0.00898203592814371
0	0	0	0	0	0	0	0	0.00499001996007984	0.0239520958083832	0.00199600798403194	0.0219560878243513	0	0.00399201596806387	0	0.0958083832335329	0.00399201596806387	0.630738522954092	0.631736526946108	0	0.977045908183633
0	0	0	0	0	0	0	0	0	0	0.00399201596806387	0.0179640718562874	0	0.00199600798403194	0	0.0409181636726547	0	0	0	0.0229540918163673	0
