nodes	zero	one	two
Bin_10_12h-Bap_6_8h	0.045	0.0466666666666667	0.908333333333333
Bin_10_12h-Mef2_2_4h	0.044	0.036	0.92
Bin_10_12h-Mef2_4_6h	0.0566666666666667	0.061	0.882333333333333
Bin_10_12h-Mef2_6_8h	0.057	0.0663333333333333	0.876666666666667
Bin_10_12h-Mef2_8_10h	0.158	0.0886666666666667	0.753333333333333
Bin_10_12h-Mef2_10_12h	0.0383333333333333	0.037	0.924666666666667
Bin_10_12h-Meso	0.359666666666667	0	0.640333333333333
Bin_10_12h-VM	0.231333333333333	0	0.768666666666667
Bin_10_12h-SM	0.116333333333333	0	0.883666666666667
Bin_10_12h-CM	0.270333333333333	0	0.729666666666667
Bin_10_12h-Meso_SM	0.188	0	0.812
Bin_10_12h-VM_SM	0.368666666666667	0	0.631333333333333
Twi_2_4h-Twi_4_6h	0.378	0.622	0
Twi_2_4h-Twi_6_8h	0.0946666666666667	0.0363333333333333	0.869
Twi_2_4h-Bap_6_8h	0.0806666666666667	0.0733333333333333	0.846
Twi_2_4h-Mef2_2_4h	0.417	0.121333333333333	0.461666666666667
Twi_2_4h-Mef2_4_6h	0.0523333333333333	0.0236666666666667	0.924
Twi_2_4h-Mef2_6_8h	0.13	0.113666666666667	0.756333333333333
Twi_2_4h-Mef2_8_10h	0.129333333333333	0.147333333333333	0.723333333333333
Twi_2_4h-Mef2_10_12h	0.329	0.330666666666667	0.340333333333333
Twi_2_4h-Meso	0.884333333333333	0	0.115666666666667
Twi_2_4h-VM	0.179333333333333	0	0.820666666666667
Twi_2_4h-SM	0.149333333333333	0	0.850666666666667
Twi_2_4h-CM	0.346666666666667	0	0.653333333333333
Twi_2_4h-Meso_SM	0.189666666666667	0	0.810333333333333
Twi_2_4h-VM_SM	0.977	0	0.023
Twi_4_6h-Twi_6_8h	0.852333333333333	0.147666666666667	0
Twi_4_6h-Bap_6_8h	0.0486666666666667	0.0276666666666667	0.923666666666667
Twi_4_6h-Mef2_2_4h	0.0643333333333333	0.00833333333333333	0.927333333333333
Twi_4_6h-Mef2_4_6h	0.888	0.111333333333333	0.000666666666666667
Twi_4_6h-Mef2_6_8h	0.0866666666666667	0.066	0.847333333333333
Twi_4_6h-Mef2_8_10h	0.147	0.113666666666667	0.739333333333333
Twi_4_6h-Mef2_10_12h	0.172	0.0643333333333333	0.763666666666667
Twi_4_6h-Meso	0.159333333333333	0	0.840666666666667
Twi_4_6h-VM	0.722333333333333	0	0.277666666666667
Twi_4_6h-SM	0.160333333333333	0	0.839666666666667
Twi_4_6h-CM	0.13	0	0.87
Twi_4_6h-Meso_SM	0.121666666666667	0	0.878333333333333
Twi_4_6h-VM_SM	0.139666666666667	0	0.860333333333333
Twi_6_8h-Bap_6_8h	0.0463333333333333	0.041	0.912666666666667
Twi_6_8h-Mef2_2_4h	0.0376666666666667	0.031	0.931333333333333
Twi_6_8h-Mef2_4_6h	0.158	0.304333333333333	0.537666666666667
Twi_6_8h-Mef2_6_8h	0.24	0.76	0
Twi_6_8h-Mef2_8_10h	0.0316666666666667	0.0576666666666667	0.910666666666667
Twi_6_8h-Mef2_10_12h	0.0536666666666667	0.053	0.893333333333333
Twi_6_8h-Meso	0.122666666666667	0	0.877333333333333
Twi_6_8h-VM	0.124666666666667	0	0.875333333333333
Twi_6_8h-SM	0.138666666666667	0	0.861333333333333
Twi_6_8h-CM	0.210666666666667	0	0.789333333333333
Twi_6_8h-Meso_SM	0.122666666666667	0	0.877333333333333
Twi_6_8h-VM_SM	0.121666666666667	0	0.878333333333333
Bap_6_8h-Mef2_2_4h	0.0436666666666667	0.0256666666666667	0.930666666666667
Bap_6_8h-Mef2_4_6h	0.0313333333333333	0.046	0.922666666666667
Bap_6_8h-Mef2_6_8h	0.047	0.0903333333333333	0.862666666666667
Bap_6_8h-Mef2_8_10h	0.112	0.179	0.709
Bap_6_8h-Mef2_10_12h	0.05	0.16	0.79
Bap_6_8h-Meso	0.123333333333333	0	0.876666666666667
Bap_6_8h-VM	0.321333333333333	0	0.678666666666667
Bap_6_8h-SM	0.106	0	0.894
Bap_6_8h-CM	0.116333333333333	0	0.883666666666667
Bap_6_8h-Meso_SM	0.555666666666667	0	0.444333333333333
Bap_6_8h-VM_SM	0.108666666666667	0	0.891333333333333
Mef2_2_4h-Mef2_4_6h	0.125	0.872333333333333	0.00266666666666667
Mef2_2_4h-Mef2_6_8h	0.086	0.480666666666667	0.433333333333333
Mef2_2_4h-Mef2_8_10h	0.0866666666666667	0.376666666666667	0.536666666666667
Mef2_2_4h-Mef2_10_12h	0.102	0.53	0.368
Mef2_2_4h-Meso	0.152	0	0.848
Mef2_2_4h-VM	0.135666666666667	0	0.864333333333333
Mef2_2_4h-SM	0.109333333333333	0	0.890666666666667
Mef2_2_4h-CM	0.249666666666667	0	0.750333333333333
Mef2_2_4h-Meso_SM	0.503666666666667	0	0.496333333333333
Mef2_2_4h-VM_SM	0.271666666666667	0	0.728333333333333
Mef2_4_6h-Mef2_6_8h	0.476666666666667	0.523333333333333	0
Mef2_4_6h-Mef2_8_10h	0.112	0.844333333333333	0.0436666666666667
Mef2_4_6h-Mef2_10_12h	0.0283333333333333	0.077	0.894666666666667
Mef2_4_6h-Meso	0.134333333333333	0	0.865666666666667
Mef2_4_6h-VM	0.131333333333333	0	0.868666666666667
Mef2_4_6h-SM	0.132	0	0.868
Mef2_4_6h-CM	0.122333333333333	0	0.877666666666667
Mef2_4_6h-Meso_SM	0.436333333333333	0	0.563666666666667
Mef2_4_6h-VM_SM	0.122666666666667	0	0.877333333333333
Mef2_6_8h-Mef2_8_10h	0.399333333333333	0.600666666666667	0
Mef2_6_8h-Mef2_10_12h	0.08	0.117333333333333	0.802666666666667
Mef2_6_8h-Meso	0.236333333333333	0	0.763666666666667
Mef2_6_8h-VM	0.149333333333333	0	0.850666666666667
Mef2_6_8h-SM	0.554666666666667	0	0.445333333333333
Mef2_6_8h-CM	0.107333333333333	0	0.892666666666667
Mef2_6_8h-Meso_SM	0.158	0	0.842
Mef2_6_8h-VM_SM	0.170333333333333	0	0.829666666666667
Mef2_8_10h-Mef2_10_12h	0.576666666666667	0.423333333333333	0
Mef2_8_10h-Meso	0.351	0	0.649
Mef2_8_10h-VM	0.199	0	0.801
Mef2_8_10h-SM	0.125	0	0.875
Mef2_8_10h-CM	0.107666666666667	0	0.892333333333333
Mef2_8_10h-Meso_SM	0.132333333333333	0	0.867666666666667
Mef2_8_10h-VM_SM	0.420666666666667	0	0.579333333333333
Mef2_10_12h-Meso	0.217666666666667	0	0.782333333333333
Mef2_10_12h-VM	0.284333333333333	0	0.715666666666667
Mef2_10_12h-SM	0.438	0	0.562
Mef2_10_12h-CM	0.134666666666667	0	0.865333333333333
Mef2_10_12h-Meso_SM	0.125333333333333	0	0.874666666666667
Mef2_10_12h-VM_SM	0.989333333333333	0	0.0106666666666667
